,age_upon_outcome,animal_id,animal_type,breed,color,date_of_birth,datetime,monthyear,outcome_subtype,outcome_type,sex_upon_outcome,location_lat,location_long,age_upon_outcome_in_weeks,name,breed_id,Chip_ID
7963.0,1 year,A722229,Other,Bat Mix,Brown,2015-03-12,3/13/2016 9:45,2016-03-13T09:45:00,Rabies Risk,Euthanasia,Unknown,30.54882817,-97.2476364,52.48660714,,,
7964.0,2 months,A762693,Cat,Domestic Shorthair Mix,Black,2017-09-02,11/30/2017 15:40,2017-11-30T15:40:00,,Adoption,Spayed Female,30.50071236,-97.57663461,12.80753968,,,
7965.0,2 months,A680987,Cat,Domestic Shorthair Mix,Black,2014-05-17,8/2/2014 8:22,2014-08-02T08:22:00,Foster,Adoption,Neutered Male,30.62552807,-97.57327457,11.04980159,*Boogie,,
7966.0,5 years,A751462,Dog,Basset Hound Mix,Brown Brindle,2012-06-08,8/19/2017 10:17,2017-08-19T10:17:00,,Adoption,Neutered Male,30.69541635,-97.61046902,271.2040675,*Pilgrim,,
7967.0,1 year,A674122,Other,Bat Mix,Brown/Black,2013-03-07,3/7/2014 16:26,2014-03-07T16:26:00,Rabies Risk,Euthanasia,Unknown,30.58736754,-97.49916481,52.2406746,,,
7968.0,2 months,A732662,Dog,Chihuahua Shorthair Mix,Black,2016-06-11,8/16/2016 16:00,2016-08-16T16:00:00,,Adoption,Neutered Male,30.36530421,-97.28319476,9.523809524,Dylan,,
7969.0,1 year,A706181,Dog,Pit Bull Mix,Brown/White,2014-06-26,6/6/2016 0:00,2016-06-06T00:00:00,,Return to Owner,Spayed Female,30.61909324,-97.37593722,101.5714286,Lola,,
7970.0,3 years,A677269,Cat,Domestic Longhair Mix,Black,2011-04-22,5/7/2014 14:22,2014-05-07T14:22:00,,Adoption,Neutered Male,30.73521126,-97.63695698,158.7998016,Ruby,,
7971.0,2 years,A670663,Cat,Domestic Shorthair Mix,Orange Tabby,2012-01-11,1/19/2014 16:06,2014-01-19T16:06:00,Partner,Transfer,Intact Female,30.27353019,-97.2477624,105.6672619,,,
7972.0,2 months,A712046,Dog,German Shepherd/Labrador Retriever,Red/Black,2015-07-16,9/20/2015 18:18,2015-09-20T18:18:00,,Adoption,Spayed Female,30.39255446,-97.59849834,9.5375,Canela,,
7973.0,1 year,A669647,Dog,Australian Cattle Dog/Labrador Retriever,Tan/White,2012-12-24,1/3/2014 14:36,2014-01-03T14:36:00,,Return to Owner,Intact Male,30.41709755,-97.33724885,53.65833333,Theodore,,
7974.0,1 year,A687136,Dog,Anatol Shepherd,Tan/White,2013-09-01,9/19/2014 17:10,2014-09-19T17:10:00,,Adoption,Neutered Male,30.37504924,-97.3462601,54.81646825,*Miko,,
7975.0,5 months,A724953,Dog,Pointer Mix,White/Tan,2015-11-08,4/30/2016 17:07,2016-04-30T17:07:00,,Adoption,Spayed Female,30.62639066,-97.59896435,24.95902778,*Fleur,,
7976.0,4 months,A685057,Cat,Domestic Shorthair Mix,Blue/White,2014-04-10,9/1/2014 14:16,2014-09-01T14:16:00,Foster,Adoption,Neutered Male,30.58603636,-97.70128714,20.65634921,Puddin,,
7977.0,4 years,A679054,Dog,Miniature Pinscher Mix,Black/Tan,2010-05-15,5/26/2014 14:16,2014-05-26T14:16:00,Partner,Transfer,Spayed Female,30.41770934,-97.69651236,210.3706349,,,
7978.0,2 months,A676152,Cat,Siamese Mix,Seal Point,2014-02-11,4/29/2014 17:15,2014-04-29T17:15:00,Foster,Adoption,Neutered Male,30.56438101,-97.5769971,11.10267857,Bruce,,
7979.0,3 months,A703684,Cat,Domestic Shorthair Mix,Blue Tabby,2015-05-05,8/8/2015 13:21,2015-08-08T13:21:00,,Adoption,Spayed Female,30.65285139,-97.53719614,13.65089286,,,
7980.0,3 years,A624189,Dog,Labrador Retriever/Chow Chow,Black,2011-04-11,5/6/2014 17:08,2014-05-06T17:08:00,,Return to Owner,Neutered Male,30.46724034,-97.5100464,160.2448413,Pyrex,,
7981.0,2 years,A683467,Dog,Miniature Pinscher Mix,Black/Brown,2012-07-10,8/6/2014 11:56,2014-08-06T11:56:00,Partner,Transfer,Intact Female,30.49130081,-97.34651017,108.2138889,*Lily,,
7982.0,3 months,A671734,Other,Guinea Pig Mix,White/Brown,2013-10-30,1/30/2014 14:25,2014-01-30T14:25:00,Partner,Transfer,Intact Male,30.67066867,-97.40854248,13.22867063,Marshmallow,,
7983.0,8 years,A714471,Cat,Domestic Shorthair Mix,Black,2007-10-23,10/23/2015 14:42,2015-10-23T14:42:00,,Return to Owner,Neutered Male,30.4386033,-97.40333027,417.5160714,Cheeks,,
7984.0,8 years,A754129,Cat,Domestic Shorthair Mix,Tortie,2009-07-16,10/14/2017 19:16,2017-10-14T19:16:00,,Adoption,Spayed Female,30.3997708,-97.63616719,430.4003968,Paris,,
7985.0,1 year,A701031,Dog,Beagle/Labrador Retriever,Brown,2014-04-23,5/3/2015 12:03,2015-05-03T12:03:00,,Adoption,Neutered Male,30.28405656,-97.33956792,53.64315476,*Isaac,,
7986.0,2 years,A681085,Dog,Chihuahua Shorthair Mix,Tan/White,2012-06-12,6/16/2014 12:01,2014-06-16T12:01:00,Partner,Transfer,Intact Female,30.41437796,-97.37488911,104.9286706,*Pickle,,
7987.0,2 years,A755942,Dog,Pit Bull Mix,Red,2015-08-11,8/27/2017 17:58,2017-08-27T17:58:00,,Adoption,Neutered Male,30.74156582,-97.42889552,106.8212302,*Prince Eric,,
7988.0,2 years,A744429,Dog,Boston Terrier/Chihuahua Shorthair,Brown Brindle/White,2015-02-28,3/5/2017 17:11,2017-03-05T17:11:00,,Adoption,Neutered Male,30.68624485,-97.3017117,105.2451389,,,
7989.0,5 years,A762012,Dog,Pit Bull Mix,Brown/White,2012-11-13,11/13/2017 18:20,2017-11-13T18:20:00,,Return to Owner,Neutered Male,30.54641897,-97.48885155,260.9662698,Appachie Sta,,
7990.0,7 months,A664663,Dog,Pit Bull Mix,White/Brown,2013-06-07,1/26/2014 17:29,2014-01-26T17:29:00,,Adoption,Spayed Female,30.3767146,-97.38645484,33.38978175,Ruby,,
7991.0,1 weeks,A729332,Cat,Domestic Medium Hair Mix,Black Tabby,2016-06-08,6/17/2016 9:07,2016-06-17T09:07:00,Partner,Transfer,Unknown,30.49174514,-97.63098352,1.339980159,,,
7992.0,10 months,A674592,Dog,Labrador Retriever Mix,Tan,2013-05-15,3/22/2014 19:03,2014-03-22T19:03:00,,Adoption,Spayed Female,30.33780721,-97.46281299,44.54196429,Zoe,,
7993.0,1 year,A742884,Dog,Mastiff,Tan/Brown,2016-01-30,2/14/2017 17:22,2017-02-14T17:22:00,,Adoption,Intact Male,30.61179957,-97.65696672,54.53194444,Max,,
7994.0,2 months,A756635,Dog,Golden Retriever Mix,Cream,2017-06-08,8/23/2017 14:34,2017-08-23T14:34:00,,Return to Owner,Intact Male,30.60706978,-97.4236476,10.94384921,Beau,,
7995.0,3 years,A671112,Dog,Australian Shepherd Mix,Tricolor,2011-01-18,1/21/2014 12:13,2014-01-21T12:13:00,,Return to Owner,Spayed Female,30.53142272,-97.70978425,157.0727183,Chloe,,
7996.0,2 months,A715212,Dog,Cocker Spaniel/Labrador Retriever,Brown/White,2015-09-02,11/4/2015 19:01,2015-11-04T19:01:00,,Adoption,Neutered Male,30.64256773,-97.29694001,9.113194444,Julio,,
7997.0,9 months,A740816,Dog,Great Pyrenees Mix,White,2016-03-23,12/28/2016 18:24,2016-12-28T18:24:00,,Adoption,Neutered Male,30.31634081,-97.29463761,40.10952381,,,
7998.0,3 years,A737976,Dog,Beagle/Catahoula,Tricolor,2013-11-07,11/8/2016 13:11,2016-11-08T13:11:00,,Return to Owner,Neutered Male,30.71360926,-97.73897611,156.7927579,Jebediah,,
7999.0,4 weeks,A751195,Other,Bat,Red,2017-05-05,6/5/2017 12:26,2017-06-05T12:26:00,Rabies Risk,Euthanasia,Unknown,30.71888088,-97.71621983,4.502579365,,,
8000.0,2 years,A671338,Dog,Pointer/Catahoula,White/Brown Brindle,2012-01-22,2/19/2014 15:56,2014-02-19T15:56:00,Partner,Transfer,Neutered Male,30.68994222,-97.38286916,108.5234127,Jude,,
8001.0,2 years,A760678,Cat,Domestic Shorthair Mix,White/Orange Tabby,2015-10-22,12/28/2017 17:15,2017-12-28T17:15:00,,Adoption,Spayed Female,30.37679843,-97.4862591,114.1026786,*Penelope,,
8002.0,3 years,A607107,Dog,Labrador Retriever Mix,Yellow,2010-08-01,11/16/2013 12:52,2013-11-16T12:52:00,,Return to Owner,Neutered Male,30.48265718,-97.27242229,171.9337302,Bo,,
8003.0,2 months,A671231,Dog,Dachshund/Harrier,Black/Tan,2013-11-21,1/25/2014 17:13,2014-01-25T17:13:00,,Adoption,Neutered Male,30.4999706,-97.47374029,9.388194444,,,
8004.0,1 year,A697844,Dog,German Shepherd Mix,Black/Brown,2013-09-02,3/6/2015 11:31,2015-03-06T11:31:00,,Adoption,Spayed Female,30.27453534,-97.51173725,78.63998016,Faith,,
8005.0,1 year,A759871,Other,Squirrel Mix,Gray,2016-10-08,10/8/2017 18:10,2017-10-08T18:10:00,Medical,Euthanasia,Unknown,30.60992267,-97.57117757,52.25099206,,,
8006.0,4 years,A695867,Dog,Chihuahua Shorthair Mix,Brown,2012-07-27,2/24/2017 11:49,2017-02-24T11:49:00,,Return to Owner,Neutered Male,30.69689421,-97.55960646,239.0703373,Max,,
8007.0,2 months,A678359,Cat,Domestic Shorthair Mix,Brown Tabby,2014-03-23,6/12/2014 13:49,2014-06-12T13:49:00,,Adoption,Spayed Female,30.28663181,-97.52300593,11.65367063,*Ivy,,
8008.0,5 months,A730874,Dog,German Shepherd Mix,Black/Tan,2016-02-10,7/16/2016 18:43,2016-07-16T18:43:00,,Return to Owner,Neutered Male,30.37259996,-97.39929418,22.53998016,Wiski,,
8009.0,2 months,A763699,Cat,Domestic Shorthair Mix,Black,2017-10-30,1/5/2018 18:45,2018-01-05T18:45:00,,Adoption,Neutered Male,30.73379045,-97.40911006,9.683035714,*Claus,,
8010.0,7 months,A745556,Dog,German Shepherd Mix,Brown/White,2016-12-23,7/30/2017 12:32,2017-07-30T12:32:00,,Return to Owner,Neutered Male,30.62999785,-97.69196856,31.36031746,Ted,,
8011.0,3 months,A692240,Cat,Domestic Shorthair Mix,Black,2014-08-17,11/29/2014 14:07,2014-11-29T14:07:00,,Adoption,Spayed Female,30.5987091,-97.61782048,14.94117063,,,
8012.0,1 year,A651127,Dog,Pit Bull Mix,Brown Brindle/White,2012-10-05,1/18/2014 12:42,2014-01-18T12:42:00,Partner,Transfer,Neutered Male,30.39875254,-97.6117547,67.21845238,Zion,,
8013.0,8 years,A741012,Dog,Jindo/Shiba Inu,Red/White,2008-12-27,12/27/2016 11:14,2016-12-27T11:14:00,,Return to Owner,Intact Female,30.34508141,-97.43945042,417.4954365,Jinsoon,,
8014.0,5 months,A680187,Dog,Miniature Poodle Mix,White,2013-12-15,5/30/2014 17:29,2014-05-30T17:29:00,Partner,Transfer,Intact Male,30.39907085,-97.38975057,23.81835317,,,
8015.0,1 year,A757752,Other,Raccoon,Gray/Black,2016-09-06,9/6/2017 10:32,2017-09-06T10:32:00,Rabies Risk,Euthanasia,Unknown,30.64157775,-97.70030401,52.20555556,,,
8016.0,2 years,A682664,Dog,Pit Bull Mix,Blue,2012-07-01,7/8/2014 17:16,2014-07-08T17:16:00,Aggressive,Euthanasia,Intact Male,30.58729817,-97.41655888,105.3884921,*Ocho,,
8017.0,1 week,A746236,Cat,Domestic Shorthair Mix,Cream Tabby,2017-03-23,3/30/2017 15:23,2017-03-30T15:23:00,Partner,Transfer,Intact Male,30.30042269,-97.29753397,1.09156746,,,
8018.0,2 months,A759339,Dog,Australian Cattle Dog/American Pit Bull Terrier,White/Tan,2017-07-30,10/6/2017 17:09,2017-10-06T17:09:00,,Adoption,Intact Female,30.76658565,-97.62481428,9.816369048,Nilla,,
8019.0,6 years,A641659,Dog,Pit Bull,Black/White,2010-11-11,9/16/2017 11:53,2017-09-16T11:53:00,Partner,Transfer,Intact Male,30.74768568,-97.47104214,357.3564484,Boss,,
8020.0,2 months,A713122,Dog,Beagle Mix,White/Chocolate,2015-08-02,10/6/2015 17:38,2015-10-06T17:38:00,,Adoption,Neutered Male,30.38365714,-97.70490923,9.390674603,*Donny,,
8021.0,2 years,A691971,Dog,Pit Bull/Weimaraner,Fawn,2012-11-13,12/31/2014 11:37,2014-12-31T11:37:00,Partner,Transfer,Neutered Male,30.64635144,-97.72729505,111.212004,*Rio,,
8022.0,2 years,A684414,Dog,Great Dane Mix,Black,2012-07-23,8/4/2014 11:56,2014-08-04T11:56:00,,Return to Owner,Intact Male,30.35080437,-97.50360506,106.0710317,Chester,,
8023.0,1 year,A714486,Dog,Chihuahua Shorthair Mix,Tricolor,2014-10-23,10/27/2015 19:08,2015-10-27T19:08:00,,Adoption,Neutered Male,30.51709149,-97.52002911,52.8281746,Chico,,
8024.0,2 months,A665424,Cat,Domestic Shorthair Mix,Black,2013-08-26,11/3/2013 11:56,2013-11-03T11:56:00,,Adoption,Intact Female,30.49671857,-97.35250661,9.928174603,Khaleesi,,
8025.0,2 months,A690603,Cat,Domestic Shorthair Mix,Blue,2014-09-23,12/4/2014 15:27,2014-12-04T15:27:00,Foster,Adoption,Neutered Male,30.48095757,-97.62529601,10.37767857,*Yoakum,,
8026.0,1 week,A664235,Cat,Domestic Shorthair Mix,Orange/White,2013-09-24,10/1/2013 10:39,2013-10-01T10:39:00,Partner,Transfer,Unknown,30.70172821,-97.72108092,1.063392857,,,
8027.0,2 years,A675350,Dog,Golden Retriever/Great Pyrenees,Cream,2012-03-26,5/25/2014 14:09,2014-05-25T14:09:00,Partner,Transfer,Spayed Female,30.66612397,-97.37718047,112.941369,Carlie,,
8028.0,1 year,A672468,Dog,Labrador Retriever/Flat Coat Retriever,Black/Brown,2013-02-10,6/17/2014 18:57,2014-06-17T18:57:00,,Adoption,Neutered Male,30.65269176,-97.61626666,70.3985119,Reed,,
8029.0,2 months,A750461,Cat,Domestic Shorthair Mix,Brown Tabby,2017-03-27,5/28/2017 15:37,2017-05-28T15:37:00,,Adoption,Intact Female,30.2986495,-97.44451481,8.950099206,Pickels,,
8030.0,10 years,A670619,Dog,Mastiff Mix,Brown/White,2004-01-11,1/17/2014 12:23,2014-01-17T12:23:00,Partner,Transfer,Neutered Male,30.66663632,-97.55949722,522.787996,*Baron,,
8031.0,1 month,A728644,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-05-15,6/27/2016 13:55,2016-06-27T13:55:00,Partner,Transfer,Intact Male,30.55073318,-97.64249694,6.225694444,*Moses,,
8032.0,4 months,A673784,Dog,Labrador Retriever Mix,Blue,2013-10-18,3/10/2014 16:24,2014-03-10T16:24:00,Partner,Transfer,Neutered Male,30.54332505,-97.37162756,20.52619048,*Severus,,
8033.0,1 year,A678166,Dog,Chihuahua Shorthair Mix,Tan/White,2013-05-05,5/17/2014 16:26,2014-05-17T16:26:00,,Adoption,Neutered Male,30.59560514,-97.67412131,53.95496032,Rango,,
8034.0,3 years,A700248,Dog,Labrador Retriever Mix,Black/White,2012-04-10,5/17/2015 15:13,2015-05-17T15:13:00,,Adoption,Spayed Female,30.55785612,-97.42984737,161.8048611,Ruby,,
8035.0,6 years,A676600,Cat,Domestic Medium Hair,Cream Tabby,2008-04-12,4/17/2014 18:14,2014-04-17T18:14:00,,Return to Owner,Intact Female,30.4032878,-97.42782697,313.8228175,Sassy,,
8036.0,4 weeks,A724811,Dog,Australian Cattle Dog Mix,Black/Brown,2016-04-22,5/21/2016 19:14,2016-05-21T19:14:00,Partner,Transfer,Unknown,30.44771186,-97.34259165,4.25734127,,,
8037.0,6 months,A739056,Dog,Pit Bull Mix,Blue/White,2016-05-27,12/10/2016 16:50,2016-12-10T16:50:00,,Adoption,Spayed Female,30.35073884,-97.58515749,28.24305556,*Merrill,,
8038.0,1 year,A724379,Dog,Pit Bull Mix,Blue/White,2014-10-16,7/25/2016 18:14,2016-07-25T18:14:00,,Adoption,Neutered Male,30.49915706,-97.66546058,92.67996032,Rocco,,
8039.0,2 years,A678823,Cat,Domestic Shorthair Mix,Brown Tabby,2012-05-13,5/13/2014 8:00,2014-05-13T08:00:00,SCRP,Transfer,Intact Female,30.68068193,-97.30518402,104.3333333,,,
8040.0,5 years,A693923,Dog,Pug Mix,Brown Brindle,2009-12-16,12/17/2014 15:10,2014-12-17T15:10:00,,Return to Owner,Spayed Female,30.38354441,-97.44569546,261.0902778,Lilly,,
8041.0,9 months,A671525,Dog,Chihuahua Shorthair/Cardigan Welsh Corgi,Black,2013-04-26,1/31/2014 12:50,2014-01-31T12:50:00,,Adoption,Spayed Female,30.32409204,-97.59350405,40.07638889,Crystal,,
8042.0,1 year,A714938,Other,Bat Mix,Brown,2014-10-29,10/30/2015 8:18,2015-10-30T08:18:00,Rabies Risk,Euthanasia,Unknown,30.33533634,-97.37431248,52.33511905,,,
8043.0,2 years,A706428,Dog,Beagle Mix,White/Brown,2013-06-28,7/2/2015 17:01,2015-07-02T17:01:00,,Adoption,Neutered Male,30.30370681,-97.72388756,104.9584325,*Petey,,
8044.0,6 months,A700969,Other,Bat,Brown,2014-10-21,4/22/2015 8:39,2015-04-22T08:39:00,Rabies Risk,Euthanasia,Unknown,30.39133836,-97.51208202,26.19434524,,,
8045.0,7 months,A719180,Dog,Cardigan Welsh Corgi Mix,White/Black,2015-06-14,1/18/2016 18:11,2016-01-18T18:11:00,,Adoption,Neutered Male,30.66884006,-97.51227197,31.25109127,Nobbs,,
8046.0,1 month,A725979,Dog,Chihuahua Shorthair Mix,Brown,2016-05-01,6/25/2016 17:13,2016-06-25T17:13:00,Foster,Adoption,Neutered Male,30.54700537,-97.28096588,7.959623016,,,
8047.0,2 years,A706148,Dog,German Shepherd/Australian Cattle Dog,Red,2013-06-25,7/2/2015 11:39,2015-07-02T11:39:00,,Return to Owner,Neutered Male,30.70560831,-97.4884339,105.3550595,Mccoy,,
8048.0,4 months,A691428,Cat,Domestic Shorthair Mix,Brown Tabby/White,2014-06-19,11/5/2014 9:00,2014-11-05T09:00:00,SCRP,Transfer,Intact Female,30.59818716,-97.52854897,19.91071429,,,
8049.0,1 month,A727747,Dog,Chihuahua Shorthair Mix,White/Tan,2016-03-27,5/27/2016 17:19,2016-05-27T17:19:00,,Return to Owner,Neutered Male,30.74443112,-97.43791378,8.817361111,Rocky,,
8050.0,2 years,A689279,Dog,Rat Terrier Mix,White/Brown,2013-04-01,3/21/2016 14:13,2016-03-21T14:13:00,Partner,Transfer,Spayed Female,30.75885648,-97.33369739,155.084623,Wren,,
8051.0,1 year,A702805,Dog,Pit Bull Mix,Tricolor,2014-05-18,8/5/2015 19:06,2015-08-05T19:06:00,,Adoption,Neutered Male,30.36534453,-97.31817483,63.5422619,*Smuggles,,
8052.0,3 years,A689599,Dog,Miniature Pinscher/Chihuahua Shorthair,Tricolor,2011-10-06,11/26/2014 13:55,2014-11-26T13:55:00,Foster,Adoption,Spayed Female,30.34362464,-97.66283091,163.9399802,Addie,,
8053.0,5 months,A707073,Cat,Domestic Shorthair Mix,Cream Tabby,2015-02-07,7/19/2015 17:48,2015-07-19T17:48:00,,Adoption,Spayed Female,30.68506336,-97.45328777,23.24880952,*Phoebe,,
8054.0,2 years,A675664,Dog,Manchester Terrier Mix,Black/Tan,2012-03-31,4/5/2014 18:26,2014-04-05T18:26:00,Partner,Transfer,Intact Male,30.68065119,-97.33631061,105.1097222,,,
8055.0,0 years,A749253,Cat,Domestic Shorthair Mix,Orange Tabby,2017-07-01,5/12/2017 16:43,2017-05-12T16:43:00,Suffering,Euthanasia,Intact Female,30.64232904,-97.67752022,-7.043353175,Orange,,
8056.0,6 months,A695658,Cat,Domestic Shorthair Mix,Torbie,2014-07-20,1/21/2015 9:00,2015-01-21T09:00:00,SCRP,Transfer,Intact Female,30.31737889,-97.31154253,26.48214286,,,
8057.0,2 months,A727487,Cat,Domestic Shorthair Mix,Brown Tabby,2016-04-22,7/9/2016 16:43,2016-07-09T16:43:00,Foster,Adoption,Spayed Female,30.50424033,-97.3177416,11.24236111,,,
8058.0,7 years,A727215,Dog,Great Pyrenees Mix,White,2009-05-20,5/20/2016 18:24,2016-05-20T18:24:00,,Return to Owner,Spayed Female,30.72509573,-97.29418741,365.3952381,Chelan,,
8059.0,2 months,A713884,Cat,Domestic Shorthair Mix,Black/White,2015-07-30,10/18/2015 17:26,2015-10-18T17:26:00,,Adoption,Spayed Female,30.35968841,-97.71220234,11.53234127,,,
8060.0,1 month,A751611,Cat,Domestic Shorthair Mix,Black,2017-04-18,6/18/2017 13:29,2017-06-18T13:29:00,,Adoption,Intact Female,30.4090828,-97.61354794,8.794543651,Pearl,,
8061.0,2 years,A715899,Dog,Australian Cattle Dog Mix,Brown Merle,2013-05-12,11/12/2015 14:11,2015-11-12T14:11:00,,Return to Owner,Neutered Male,30.40592907,-97.51921948,130.6558532,Patches,,
8062.0,1 year,A746894,Cat,Domestic Shorthair,Torbie,2016-04-11,4/25/2017 18:37,2017-04-25T18:37:00,Snr,Transfer,Intact Female,30.58838901,-97.62487623,54.25367063,,,
8063.0,4 months,A686599,Cat,Domestic Shorthair Mix,Blue/White,2014-04-24,8/25/2014 17:39,2014-08-25T17:39:00,Suffering,Euthanasia,Intact Female,30.43374365,-97.51507447,17.6764881,,,
8064.0,4 weeks,A738973,Cat,Domestic Shorthair Mix,Brown Tabby/White,2016-10-25,11/25/2016 14:11,2016-11-25T14:11:00,Partner,Transfer,Intact Female,30.4060412,-97.73212091,4.512996032,,,
8065.0,5 months,A759601,Dog,Border Terrier/Rat Terrier,Black/Tan,2017-05-04,10/8/2017 18:30,2017-10-08T18:30:00,,Adoption,Neutered Male,30.35144311,-97.51129256,22.53869048,,,
8066.0,2 years,A691475,Dog,Siberian Husky Mix,Red/White,2012-11-05,11/7/2014 17:41,2014-11-07T17:41:00,,Return to Owner,Spayed Female,30.56656886,-97.48968159,104.6766865,Ash,,
8067.0,5 years,A676657,Cat,Domestic Shorthair Mix,Calico Point,2009-04-13,4/14/2014 13:08,2014-04-14T13:08:00,Partner,Transfer,Spayed Female,30.60657157,-97.683174,261.0781746,Kylie,,
8068.0,1 week,A745396,Cat,Domestic Shorthair Mix,Cream,2017-03-10,3/17/2017 13:34,2017-03-17T13:34:00,Partner,Transfer,Unknown,30.7080448,-97.62081739,1.080753968,,,
8069.0,1 year,A665560,Dog,Chihuahua Shorthair Mix,Red/White,2012-10-19,10/27/2013 13:15,2013-10-27T13:15:00,,Adoption,Neutered Male,30.55545712,-97.30290798,53.36458333,Bud,,
8070.0,2 years,A721318,Dog,Pit Bull Mix,White/Brown,2014-02-24,3/1/2016 18:53,2016-03-01T18:53:00,,Return to Owner,Neutered Male,30.67835602,-97.54760149,105.2552579,*Teddy,,
8071.0,1 year,A746767,Dog,Pit Bull Mix,Blue/White,2016-04-08,4/25/2017 13:37,2017-04-25T13:37:00,,Adoption,Neutered Male,30.32523818,-97.46273441,54.65248016,*Nate,,
8072.0,8 years,A679647,Dog,Rottweiler Mix,Tan/Black,2006-05-24,5/26/2014 14:12,2014-05-26T14:12:00,,Return to Owner,Spayed Female,30.75043016,-97.45522352,417.7988095,Lady,,
8073.0,1 year,A669825,Dog,Yorkshire Terrier/Miniature Poodle,White/Black,2012-06-28,1/3/2014 12:47,2014-01-03T12:47:00,,Adoption,Spayed Female,30.31505278,-97.67548096,79.21894841,,,
8074.0,2 years,A701634,Cat,Domestic Shorthair Mix,Brown Tabby,2014-12-02,2/22/2017 19:17,2017-02-22T19:17:00,,Return to Owner,Neutered Male,30.34470261,-97.51370558,116.2576389,Thomas,,
8075.0,1 year,A717752,Dog,Australian Cattle Dog Mix,Black/Brown Brindle,2014-12-14,12/18/2015 18:55,2015-12-18T18:55:00,,Return to Owner,Spayed Female,30.54371355,-97.73723199,52.82688492,Little Girl,,
8076.0,1 year,A715997,Other,Raccoon,Black/Brown,2014-11-12,11/13/2015 9:45,2015-11-13T09:45:00,Rabies Risk,Euthanasia,Unknown,30.43195681,-97.58470407,52.34375,,,
8077.0,1 year,A684499,Other,Bat Mix,Brown,2013-07-24,7/25/2014 8:43,2014-07-25T08:43:00,Rabies Risk,Euthanasia,Unknown,30.601244,-97.50457643,52.33759921,,,
8078.0,1 year,A754229,Other,Bat,Brown,2016-07-17,7/18/2017 8:28,2017-07-18T08:28:00,Rabies Risk,Euthanasia,Unknown,30.61744282,-97.27589387,52.33611111,,,
8079.0,8 years,A751230,Dog,Border Collie Mix,Black,2009-06-05,6/12/2017 18:55,2017-06-12T18:55:00,,Adoption,Neutered Male,30.62831012,-97.62400143,418.5411706,Reed,,
8080.0,6 months,A700177,Dog,Labrador Retriever Mix,Tan/White,2014-10-09,4/19/2015 19:03,2015-04-19T19:03:00,,Adoption,Spayed Female,30.42714449,-97.27822931,27.54196429,Athena,,
8081.0,8 months,A753573,Cat,Domestic Shorthair Mix,Brown Tabby/White,2017-04-28,1/24/2018 18:43,2018-01-24T18:43:00,,Adoption,Neutered Male,30.70341147,-97.54413903,38.82569444,Jake,,
8082.0,4 years,A667183,Dog,Chihuahua Longhair Mix,Red/Tan,2011-11-14,2/11/2016 19:06,2016-02-11T19:06:00,,Adoption,Spayed Female,30.66732987,-97.3479652,221.5422619,Chula,,
8083.0,1 month,A685068,Cat,Domestic Shorthair Mix,Blue Tabby/White,2014-06-16,8/14/2014 18:46,2014-08-14T18:46:00,,Adoption,Intact Female,30.39744429,-97.64883092,8.540277778,Leia,,
8084.0,5 years,A695774,Dog,Maltese,White,2010-01-22,1/27/2015 18:43,2015-01-27T18:43:00,,Adoption,Spayed Female,30.43022869,-97.46216822,261.6828373,,,
